Time,Q_flow_out,Q_heatloss,T_in_sub_peripheral,delta_p
0.0,80634.1796875,0.0,308.1499938964844,-92228.5
900.0,120589.8046875,3362.7216796875,322.2137756347656,120000.15625
1800.0,88903.828125,3737.015380859375,322.2110290527344,120000.125
2700.0,86701.6796875,3740.861328125,322.18829345703125,120000.03125
3600.0,85722.953125,3740.40673828125,322.17413330078125,120000.21875
4500.0,85175.2109375,3741.179931640625,322.1661376953125,120000.0625
5400.0,84829.984375,3740.361083984375,322.16131591796875,120000.125
6300.0,84678.765625,3740.80615234375,322.1583557128906,120000.0
7200.0,84600.15625,3741.078369140625,322.15716552734375,120000.03125
8100.0,84636.859375,3742.114990234375,322.1571960449219,120000.0
9000.0,84705.765625,3742.120361328125,322.1573181152344,120000.0625
9900.0,84813.6640625,3742.34423828125,322.158447265625,120000.0
10800.0,84864.4140625,3742.6845703125,322.1593933105469,119999.9375
11700.0,84854.9609375,3742.209228515625,322.1591491699219,120000.03125
12600.0,84816.2734375,3741.990966796875,322.15826416015625,120000.03125
13500.0,84760.3359375,3741.431396484375,322.15838623046875,120000.0
14400.0,84684.1328125,3741.70751953125,322.157958984375,120000.0
15300.0,84611.9453125,3741.0166015625,322.1570739746094,120000.0
16200.0,84540.3671875,3741.619384765625,322.1562194824219,119999.90625
17100.0,84441.4453125,3740.5,322.1552429199219,120000.0
18000.0,84345.9765625,3741.1875,322.1540832519531,119999.9375
18900.0,84208.4375,3739.717529296875,322.1530456542969,120000.0
19800.0,84038.453125,3740.233154296875,322.1505126953125,119999.9375
20700.0,83836.234375,3739.57763671875,322.14892578125,120000.03125
21600.0,83633.375,3739.100341796875,322.14569091796875,119999.96875
22500.0,83435.890625,3739.709716796875,322.1438293457031,120000.03125
23400.0,83237.796875,3738.4091796875,322.14117431640625,120000.0
24300.0,83031.375,3739.58154296875,322.1387634277344,120000.03125
25200.0,41540.08203125,3187.277099609375,321.8774108886719,120001.0
26100.0,939.1221313476562,307.4101257324219,320.751708984375,120000.0
27000.0,956.0474243164062,635.1514892578125,318.8096923828125,120000.0
27900.0,972.5814208984375,943.3992309570312,316.745361328125,120000.0
28800.0,988.7330932617188,1234.3428955078125,314.7952575683594,120000.0
29700.0,1004.520751953125,1508.5447998046875,312.9661560058594,120000.0
30600.0,1019.9519653320312,1766.1468505859375,311.2521057128906,120000.0
31500.0,1035.0260009765625,2000.7747802734375,309.65277099609375,120000.0
32400.0,1049.7366943359375,2159.946533203125,308.15435791015625,120000.0
33300.0,1064.134521484375,2311.249267578125,306.76165771484375,120000.0
34200.0,1078.1988525390625,2454.459228515625,305.4767761230469,120000.0
35100.0,1091.906005859375,2583.647216796875,304.5464782714844,120000.0
36000.0,1105.32568359375,2698.700439453125,304.4193115234375,120000.0
36900.0,1118.3868408203125,2804.177490234375,304.370849609375,120000.0
37800.0,1131.1207275390625,2876.77978515625,304.291748046875,120000.0
38700.0,1143.4061279296875,2908.7578125,304.1618347167969,120000.0
39600.0,1150.409912109375,2910.23974609375,303.97125244140625,120000.0
40500.0,1157.6051025390625,2885.4228515625,303.7191162109375,120000.0
41400.0,1168.4071044921875,2843.4384765625,303.4085388183594,120000.0
42300.0,1181.3482666015625,2796.125244140625,303.0435485839844,120000.0
43200.0,1195.4862060546875,2746.346923828125,302.6328430175781,120000.0
44100.0,1210.1324462890625,2698.09228515625,302.1863098144531,120000.0
45000.0,1224.7396240234375,2651.834228515625,301.7105712890625,120000.0
45900.0,1237.7432861328125,2607.675537109375,301.21380615234375,120000.0
46800.0,1248.389404296875,2565.507080078125,300.70330810546875,120000.0
47700.0,1257.037841796875,2524.797607421875,300.1851806640625,120000.0
48600.0,1264.1065673828125,2485.134521484375,299.6645812988281,120000.0
49500.0,1270.0166015625,2446.627685546875,299.1459655761719,120000.0
50400.0,1275.21875,2411.180419921875,298.6336975097656,120000.0
51300.0,1279.867431640625,2378.49365234375,298.133544921875,120000.0
52200.0,1283.4638671875,2349.181640625,297.6515197753906,120000.0
53100.0,1287.1435546875,2322.957275390625,297.1910095214844,120000.0
54000.0,1291.80859375,2297.538818359375,296.7529296875,120000.0
54900.0,1297.747314453125,2271.875732421875,296.33673095703125,120000.0
55800.0,1304.8717041015625,2245.751953125,295.94122314453125,120000.0
56700.0,1312.953125,2219.349853515625,295.5647888183594,120000.0
57600.0,1321.618408203125,2193.025390625,295.2060546875,120000.0
58500.0,1330.2025146484375,2167.22998046875,294.86376953125,120000.0
59400.0,1338.1881103515625,2142.218505859375,294.5361633300781,120000.0
60300.0,1345.333984375,2118.07568359375,294.22247314453125,120000.0
61200.0,232391.796875,2938.470458984375,307.5066223144531,119981.125
62100.0,173810.09375,3785.2421875,322.6737976074219,120000.0625
63000.0,173379.265625,3785.748291015625,322.67333984375,120000.25
63900.0,173500.921875,3786.241943359375,322.6732482910156,120000.0
64800.0,173705.34375,3786.166748046875,322.6741943359375,119999.875
65700.0,173927.65625,3787.10302734375,322.6746826171875,119999.96875
66600.0,174202.15625,3786.724365234375,322.67523193359375,119999.96875
67500.0,174606.734375,3784.2626953125,322.67657470703125,120000.0
68400.0,174968.8125,3786.933837890625,322.67742919921875,120000.15625
69300.0,175378.265625,3786.99560546875,322.6782531738281,120000.0
70200.0,167265.4375,3763.869384765625,322.6628723144531,120001.28125
71100.0,163522.75,3777.701416015625,322.6477966308594,120000.4375
72000.0,157422.953125,3775.128173828125,322.62860107421875,120001.0
72900.0,152100.125,3772.4833984375,322.610595703125,120000.28125
73800.0,147256.375,3772.335693359375,322.5913391113281,120000.75
74700.0,142893.5,3765.114501953125,322.5743408203125,120000.25
75600.0,138863.75,3769.96875,322.5565185546875,120000.3125
76500.0,135211.078125,3766.1845703125,322.5408935546875,120000.15625
77400.0,131815.28125,3764.214111328125,322.5248718261719,120000.21875
78300.0,128706.3671875,3767.076416015625,322.5085144042969,120000.15625
79200.0,144636.640625,3804.91064453125,322.552490234375,119999.5
80100.0,162926.984375,3782.89306640625,322.64031982421875,120000.0
81000.0,105072.171875,3606.216552734375,322.494873046875,120022.3125
81900.0,98896.3984375,3744.526123046875,322.3244323730469,120000.25
82800.0,93815.046875,3740.45166015625,322.2742614746094,120000.625
83700.0,90004.9296875,3737.416259765625,322.2328186035156,120000.125
84600.0,86919.8984375,3734.253173828125,322.1989440917969,120000.625
85500.0,84459.921875,3733.168701171875,322.1679992675781,120000.0
86400.0,82371.8828125,3729.9541015625,322.1412658691406,120000.125
87300.0,80662.4765625,3728.182373046875,322.1174621582031,120000.03125
88200.0,79169.984375,3723.6435546875,322.09759521484375,120000.125
89100.0,77854.1328125,3725.095458984375,322.0796203613281,119999.96875
90000.0,76677.09375,3727.08984375,322.0597839355469,120000.125
90900.0,75579.84375,3725.9912109375,322.0434265136719,120000.0
91800.0,74577.2421875,3721.04931640625,322.0288391113281,120000.03125
92700.0,73640.2265625,3722.544189453125,322.0118103027344,120000.03125
93600.0,72682.9453125,3723.250244140625,321.99700927734375,120000.21875
94500.0,74641.6953125,3733.551025390625,322.0089416503906,120000.0
95400.0,75034.3515625,3731.635009765625,322.02197265625,119999.96875
96300.0,75235.234375,3731.69140625,322.026611328125,120000.0
97200.0,75464.1640625,3732.01123046875,322.0301208496094,120000.0
98100.0,75725.015625,3732.7431640625,322.033935546875,120000.0
99000.0,76015.78125,3732.94775390625,322.0380859375,120000.03125
99900.0,76327.75,3734.2626953125,322.0426330566406,120000.0
100800.0,76623.6015625,3733.85888671875,322.0471496582031,120000.0
101700.0,76920.53125,3734.855224609375,322.05157470703125,119999.96875
102600.0,77250.46875,3734.300537109375,322.0560302734375,120000.03125
103500.0,77633.1796875,3735.154541015625,322.06121826171875,120000.0
104400.0,77988.0390625,3736.55517578125,322.0663757324219,119999.90625
105300.0,78325.90625,3737.504638671875,322.0712585449219,120000.0
106200.0,78646.28125,3738.45751953125,322.075927734375,120000.0
107100.0,78973.34375,3736.961181640625,322.08050537109375,119999.96875
108000.0,79284.0703125,3737.167236328125,322.0849609375,119999.96875
108900.0,79580.53125,3738.103271484375,322.08905029296875,120000.0625
109800.0,79842.6171875,3737.56884765625,322.0934753417969,119999.9375
110700.0,80073.8203125,3737.908447265625,322.09698486328125,120000.0
111600.0,40296.71875,3184.488525390625,321.8392333984375,120000.875
112500.0,940.5692749023438,310.0979309082031,320.71820068359375,120000.0
113400.0,957.4493408203125,637.3362426757812,318.7763671875,120000.0
114300.0,973.9393920898438,944.7612915039062,316.7137451171875,120000.0
115200.0,990.0553588867188,1235.3009033203125,314.7669372558594,120000.0
116100.0,1005.8035888671875,1508.5904541015625,312.9395446777344,120000.0
117000.0,1021.187744140625,1766.1307373046875,311.227783203125,120000.0
117900.0,1036.2161865234375,2000.39013671875,309.6320495605469,120000.0
118800.0,1050.9078369140625,2159.30810546875,308.1354064941406,120000.0
119700.0,1065.2645263671875,2310.172607421875,306.7502746582031,120000.0
120600.0,1079.2890625,2453.21728515625,305.46527099609375,120000.0
121500.0,1092.970458984375,2582.18359375,304.5431213378906,120000.0
122400.0,1106.3505859375,2696.808349609375,304.4071350097656,120000.0
123300.0,1119.39404296875,2802.259521484375,304.3561706542969,120000.0
124200.0,1132.1124267578125,2874.602294921875,304.27728271484375,120000.0
125100.0,1144.3359375,2906.517822265625,304.1474609375,120000.0
126000.0,1151.3536376953125,2908.15673828125,303.9573669433594,120000.0
126900.0,1158.519775390625,2883.4052734375,303.70501708984375,120000.0
127800.0,1169.3231201171875,2841.463134765625,303.3943786621094,120000.0
128700.0,1182.234130859375,2794.23583984375,303.030029296875,120000.0
129600.0,1196.3319091796875,2744.516845703125,302.62030029296875,120000.0
130500.0,1210.9444580078125,2696.350830078125,302.173583984375,120000.0
131400.0,1225.537353515625,2650.14990234375,301.6981506347656,120000.0
132300.0,1238.5291748046875,2606.046630859375,301.201904296875,120000.0
133200.0,1249.1939697265625,2563.953125,300.6919250488281,120000.0
134100.0,1257.7978515625,2523.32177734375,300.17431640625,120000.0
135000.0,1264.8197021484375,2483.737060546875,299.6542663574219,120000.0
135900.0,1270.71142578125,2445.34228515625,299.1362609863281,120000.0
136800.0,1275.8955078125,2409.939697265625,298.6246032714844,120000.0
137700.0,1280.5341796875,2377.298828125,298.1251220703125,120000.0
138600.0,1284.107421875,2348.011962890625,297.64373779296875,120000.0
139500.0,1287.7744140625,2321.833251953125,297.183837890625,120000.0
140400.0,1292.4473876953125,2296.4384765625,296.74639892578125,120000.0
141300.0,1298.36181640625,2270.8193359375,296.33056640625,120000.0
142200.0,1305.4512939453125,2244.74853515625,295.9353332519531,120000.0
143100.0,1313.5146484375,2218.3916015625,295.559326171875,120000.0
144000.0,1322.168701171875,2192.1064453125,295.2012939453125,120000.0
144900.0,1330.7308349609375,2166.345947265625,294.85894775390625,120000.0
145800.0,1338.701171875,2141.37109375,294.53173828125,120000.0
146700.0,1345.8292236328125,2117.261962890625,294.21820068359375,120000.0
147600.0,232416.3125,2938.299560546875,307.5073547363281,119982.71875
148500.0,224452.78125,3772.972900390625,322.7943420410156,120005.03125
149400.0,204851.0,3790.89404296875,322.7486267089844,120000.84375
150300.0,203088.484375,3790.20703125,322.7445068359375,120000.09375
151200.0,201881.375,3791.2294921875,322.74169921875,120000.3125
152100.0,201186.59375,3792.487060546875,322.7395935058594,120000.03125
153000.0,200698.828125,3792.052001953125,322.7387390136719,120000.34375
153900.0,200411.21875,3792.70703125,322.7381896972656,120000.0
154800.0,200221.046875,3791.798583984375,322.73773193359375,120000.25
155700.0,200123.84375,3792.013671875,322.7374267578125,120000.0
156600.0,200044.03125,3791.93359375,322.7374267578125,120000.0
157500.0,196230.5625,3783.5126953125,322.73260498046875,120000.9375
158400.0,188207.640625,3784.569580078125,322.7145690917969,120001.5625
159300.0,182472.640625,3784.02978515625,322.7001037597656,120000.40625
160200.0,177330.921875,3782.95947265625,322.6868896484375,120000.96875
161100.0,172750.375,3775.814453125,322.6741638183594,120000.21875
162000.0,168546.5625,3778.983154296875,322.6628723144531,120000.59375
162900.0,164811.84375,3780.5048828125,322.6502685546875,120000.25
163800.0,161236.625,3779.345458984375,322.6392517089844,120000.4375
164700.0,157993.203125,3777.30078125,322.6288757324219,120000.21875
165600.0,158915.5,3784.478271484375,322.6281433105469,120001.53125
166500.0,162844.328125,3783.526123046875,322.6409606933594,120000.0
167400.0,137810.84375,3720.412109375,322.5838928222656,120021.9375
168300.0,124303.2734375,3757.023193359375,322.4947509765625,120000.40625
169200.0,118003.28125,3757.010009765625,322.45513916015625,120000.4375
170100.0,113195.3828125,3756.298583984375,322.42254638671875,120000.1875
171000.0,109122.1015625,3754.341064453125,322.3941345214844,120000.4375
171900.0,105693.4140625,3752.20654296875,322.36859130859375,120000.125
172800.0,102726.875,3747.888671875,322.3460693359375,120000.5625
173700.0,100245.671875,3744.402587890625,322.3231201171875,120000.0625
174600.0,98002.015625,3749.655517578125,322.3031311035156,120000.15625
175500.0,97955.9453125,3738.484375,322.2903747558594,119999.84375
176400.0,99035.3671875,3754.78564453125,322.30633544921875,119999.96875
177300.0,98761.5703125,3755.56689453125,322.3033752441406,120000.0
178200.0,98539.6875,3754.330810546875,322.3011169433594,120000.0
179100.0,98364.6640625,3756.351318359375,322.29949951171875,120000.0
180000.0,98156.109375,3755.314453125,322.2976379394531,119999.9375
180900.0,97926.8359375,3752.7890625,322.295166015625,119999.90625
181800.0,97679.6640625,3751.170654296875,322.2931213378906,120000.3125
182700.0,97415.546875,3750.325927734375,322.2921447753906,119999.9375
183600.0,97105.796875,3748.671875,322.2898864746094,120000.09375
184500.0,96839.2890625,3749.53955078125,322.2857666015625,120000.03125
185400.0,96602.8203125,3751.6328125,322.2854309082031,120000.03125
186300.0,96432.9296875,3752.203857421875,322.2821960449219,120000.0
187200.0,96264.046875,3752.00537109375,322.2808532714844,120000.0
188100.0,96071.4921875,3754.937255859375,322.2789306640625,120000.03125
189000.0,95834.296875,3756.42822265625,322.2762451171875,119999.90625
189900.0,95571.703125,3753.46435546875,322.2738037109375,120000.0625
190800.0,95354.6953125,3752.452392578125,322.271728515625,120000.0625
191700.0,95219.7109375,3752.313720703125,322.2699890136719,120000.0
192600.0,95181.765625,3751.562255859375,322.269775390625,120000.125
193500.0,95179.828125,3751.796142578125,322.2701721191406,119999.96875
194400.0,95146.40625,3751.802734375,322.2697448730469,119999.9375
195300.0,95058.328125,3752.557373046875,322.2689208984375,120000.0
196200.0,94938.34375,3753.474853515625,322.26776123046875,119999.875
197100.0,94793.90625,3751.431396484375,322.2663879394531,120000.0
198000.0,47482.59375,3249.3701171875,322.0135803222656,120001.375
198900.0,934.3146362304688,295.2949523925781,320.9068603515625,120000.0
199800.0,951.3773193359375,624.981201171875,318.9568176269531,120000.0
200700.0,968.0448608398438,935.1694946289062,316.8770751953125,120000.0
201600.0,984.3292236328125,1227.743896484375,314.9148254394531,120000.0
202500.0,1000.2457885742188,1503.510009765625,313.076171875,120000.0
203400.0,1015.7935791015625,1763.0233154296875,311.35076904296875,120000.0
204300.0,1030.9810791015625,2000.1480712890625,309.74127197265625,120000.0
205200.0,1045.81787109375,2160.28662109375,308.2354736328125,120000.0
206100.0,1060.3150634765625,2312.473876953125,306.8350524902344,120000.0
207000.0,1074.476318359375,2456.636474609375,305.5387878417969,120000.0
207900.0,1088.307861328125,2586.97705078125,304.6001281738281,120000.0
208800.0,1101.8094482421875,2702.544677734375,304.46112060546875,120000.0
209700.0,1114.99853515625,2809.294921875,304.413818359375,120000.0
210600.0,1127.8115234375,2882.5966796875,304.33526611328125,120000.0
211500.0,1140.24169921875,2915.094482421875,304.2069091796875,120000.0
212400.0,1147.31982421875,2917.245849609375,304.017822265625,120000.0
213300.0,1154.4752197265625,2892.6005859375,303.7663879394531,120000.0
214200.0,1165.3394775390625,2850.44921875,303.4555358886719,120000.0
215100.0,1178.3316650390625,2802.921875,303.0905456542969,120000.0
216000.0,1192.5390625,2752.849853515625,302.6798400878906,120000.0
216900.0,1207.27783203125,2704.3525390625,302.2320251464844,120000.0
217800.0,1221.99951171875,2657.809814453125,301.7552185058594,120000.0
218700.0,1235.132080078125,2613.3837890625,301.25732421875,120000.0
219600.0,1245.8941650390625,2571.003662109375,300.74542236328125,120000.0
220500.0,1254.6112060546875,2530.075927734375,300.2257080078125,120000.0
221400.0,1261.7210693359375,2490.20166015625,299.70343017578125,120000.0
222300.0,1267.6953125,2451.478515625,299.1830749511719,120000.0
223200.0,1272.9603271484375,2415.810546875,298.6689758300781,120000.0
224100.0,1277.679443359375,2382.875,298.1668701171875,120000.0
225000.0,1281.3031005859375,2353.37158203125,297.6832275390625,120000.0
225900.0,1285.0035400390625,2327.00244140625,297.22137451171875,120000.0
226800.0,1289.72021484375,2301.4345703125,296.78155517578125,120000.0
227700.0,1295.692138671875,2275.65771484375,296.3638000488281,120000.0
228600.0,1302.866455078125,2249.40576171875,295.9665832519531,120000.0
229500.0,1311.004638671875,2222.864501953125,295.5885925292969,120000.0
230400.0,1319.733154296875,2196.411865234375,295.228271484375,120000.0
231300.0,1328.38916015625,2170.482666015625,294.8847961425781,120000.0
232200.0,1336.4354248046875,2145.327392578125,294.55621337890625,120000.0
233100.0,1343.6497802734375,2121.03271484375,294.2412109375,120000.0
234000.0,232283.65625,2939.135009765625,307.507568359375,119984.59375
234900.0,263037.375,3756.643310546875,322.85662841796875,120016.71875
235800.0,210747.09375,3791.64990234375,322.7590637207031,120000.5
236700.0,208378.140625,3797.119873046875,322.75482177734375,120000.1875
237600.0,206696.71875,3794.321533203125,322.7509460449219,120001.15625
238500.0,205572.28125,3793.257568359375,322.74853515625,120000.09375
239400.0,204720.09375,3793.681396484375,322.7466735839844,120000.5625
240300.0,204108.875,3792.638427734375,322.74566650390625,120000.03125
241200.0,203647.078125,3793.008544921875,322.74468994140625,120000.3125
242100.0,203324.859375,3792.5830078125,322.7441101074219,120000.03125
243000.0,203087.0625,3792.396484375,322.7433166503906,120000.125
243900.0,202914.640625,3792.2978515625,322.7430114746094,120000.0
244800.0,202779.359375,3793.27001953125,322.7430419921875,119994.8125
245700.0,192335.234375,3783.4658203125,322.7237854003906,120000.5
246600.0,186618.46875,3783.271484375,322.7101745605469,120000.90625
247500.0,181611.25,3779.440185546875,322.6974182128906,120000.375
248400.0,177006.046875,3779.67578125,322.6862487792969,120000.5
249300.0,172717.953125,3780.203857421875,322.67413330078125,120000.3125
250200.0,168538.671875,3780.339111328125,322.66204833984375,120000.65625
251100.0,164617.1875,3780.37451171875,322.65045166015625,120000.25
252000.0,161921.1875,3776.895751953125,322.640869140625,120005.0
252900.0,162823.078125,3783.76220703125,322.64117431640625,120000.0
253800.0,162816.390625,3785.75244140625,322.6411437988281,119991.34375
254700.0,126408.234375,3763.740966796875,322.5122985839844,120000.375
255600.0,120114.8046875,3757.629150390625,322.4671325683594,120000.34375
256500.0,115239.828125,3755.12353515625,322.4368591308594,120000.21875
257400.0,111144.59375,3754.68896484375,322.4090270996094,120000.75
258300.0,107771.9375,3752.843994140625,322.3840026855469,120000.125
259200.0,104878.4921875,3749.447021484375,322.36163330078125,120000.625
260100.0,104423.921875,3759.11767578125,322.3473205566406,119999.8125
261000.0,105575.796875,3759.045654296875,322.3579406738281,120000.0
261900.0,105380.3125,3759.777587890625,322.35748291015625,120000.03125
262800.0,105205.1015625,3759.119384765625,322.35595703125,120000.03125
263700.0,105085.5625,3759.23876953125,322.35479736328125,120000.0
264600.0,105033.2890625,3758.801025390625,322.3540954589844,120000.15625
265500.0,105015.3671875,3758.90380859375,322.3544006347656,120000.0
266400.0,104948.8125,3759.12548828125,322.3536682128906,119999.9375
267300.0,104846.390625,3759.612548828125,322.352783203125,120000.0
268200.0,104744.140625,3759.88720703125,322.3518371582031,119999.96875
269100.0,104638.8671875,3758.743896484375,322.3515319824219,120000.03125
270000.0,104549.625,3758.8486328125,322.3509216308594,120000.21875
270900.0,104527.171875,3758.27880859375,322.3503112792969,120000.3125
271800.0,104569.8046875,3755.910400390625,322.3511047363281,120000.0
272700.0,104620.5703125,3758.48388671875,322.351806640625,120000.0
273600.0,104659.5625,3758.740478515625,322.35211181640625,119999.84375
274500.0,104636.1015625,3758.785400390625,322.3514404296875,120000.0
275400.0,104631.5234375,3758.72021484375,322.3514404296875,119999.9375
276300.0,104605.515625,3758.800537109375,322.3513488769531,120000.0
277200.0,104566.1015625,3760.309814453125,322.3509216308594,119999.96875
278100.0,104505.2421875,3761.7607421875,322.3499755859375,119999.9375
279000.0,104395.59375,3761.94189453125,322.34869384765625,120000.0
279900.0,104269.53125,3762.67236328125,322.3475341796875,119999.9375
280800.0,104110.3984375,3762.035400390625,322.34613037109375,120000.1875
281700.0,103967.9921875,3761.79345703125,322.3450622558594,120000.0
282600.0,103820.984375,3758.548583984375,322.34429931640625,120000.96875
283500.0,103820.2734375,3757.185302734375,322.3451843261719,120000.0
284400.0,52138.328125,3296.763427734375,322.0981140136719,120001.59375
285300.0,931.3695068359375,288.1349182128906,321.003173828125,120000.0
286200.0,948.5154418945312,618.5982055664062,319.0426025390625,120000.0
287100.0,965.2700805664062,930.4539184570312,316.958984375,120000.0
288000.0,981.637939453125,1224.045654296875,314.9888000488281,120000.0
288900.0,997.6262817382812,1500.948486328125,313.140380859375,120000.0
289800.0,1013.2486572265625,1761.2615966796875,311.41156005859375,120000.0
290700.0,1028.5089111328125,1999.9852294921875,309.7931823730469,120000.0
291600.0,1043.4171142578125,2160.741455078125,308.28167724609375,120000.0
292500.0,1057.9814453125,2313.578369140625,306.8742370605469,120000.0
293400.0,1072.20849609375,2458.53662109375,305.5730895996094,120000.0
294300.0,1086.1064453125,2589.1884765625,304.62744140625,120000.0
295200.0,1099.6776123046875,2705.59521484375,304.487548828125,120000.0
296100.0,1112.9283447265625,2812.640869140625,304.4432678222656,120000.0
297000.0,1125.8319091796875,2886.806884765625,304.3643493652344,120000.0
297900.0,1138.289306640625,2919.448974609375,304.2368469238281,120000.0
298800.0,1145.3934326171875,2921.73193359375,304.048583984375,120000.0
299700.0,1152.560546875,2897.114990234375,303.7975769042969,120000.0
300600.0,1163.42138671875,2854.8564453125,303.48638916015625,120000.0
301500.0,1176.454345703125,2807.208740234375,303.12139892578125,120000.0
302400.0,1190.731689453125,2756.964111328125,302.710205078125,120000.0
